754357750,38959836,1.0
754357750,1496071,1.0
754357750,361196,1.0
754357750,1983043,1.0
754357750,27986793,1.0
754357750,1650922,1.0
754357750,13294925,1.0
754357750,10955630,1.0
754357750,13818692,1.0
754357750,13412302,1.0
754357750,674839,1.0
754357750,339626,1.0
2427390804,39436638,1.0
2427390804,313496,1.0
2427390804,11088296,1.0
2427390804,30353979,1.0
2427390804,293170,1.0
2427390804,22852002,1.0
2427390804,1024744,1.0
2427390804,158200,1.0
2427390804,6991361,1.0
2427390804,5050671,1.0
2427390804,157901,1.0
2427390804,22802484,1.0
2494331711,22801637,1.0
2494331711,35712836,1.0
2494331711,28664370,1.0
2494331711,28575878,1.0
2494331711,40926193,1.0
2494331711,20669461,1.0
2494331711,2127977,1.0
2494331711,36948060,1.0
2494331711,3610707,1.0
2494331711,7008745,1.0
2494331711,27189826,1.0
2494331711,28878994,1.0
2494331711,6840339,1.0
2494331711,7071574,1.0
2494331711,25887647,1.0
2494331711,6305471,1.0
